Object: Building5b__3_ (1), Position: (-670.38, 56.10, 123.20), Size: (47.08, 98.52, 64.39)
Object: Far_building2c__1_, Position: (409.27, 143.88, -1406.00), Size: (85.73, 274.00, 42.86)
Object: Building3b__1_, Position: (-675.40, 96.43, 776.82), Size: (69.04, 179.52, 69.38)
Object: Far_building1b__2_, Position: (-751.47, 144.05, 806.50), Size: (72.16, 274.32, 72.16)
Object: Building9b (1), Position: (-433.27, 105.43, 1404.78), Size: (101.59, 197.10, 80.17)
Object: Building8b, Position: (-80.20, 68.06, 649.67), Size: (81.44, 122.40, 117.31)
Object: Far_building2a__5_, Position: (-495.82, 82.75, 617.35), Size: (51.44, 151.74, 51.44)
Object: Building6a__4_, Position: (362.79, 75.74, -177.63), Size: (51.56, 137.79, 54.71)
Object: Building2b__1_, Position: (-65.87, 36.42, -1275.60), Size: (68.58, 59.15, 27.43)
Object: Far_building2a__3_ (2), Position: (745.52, 82.75, -1346.90), Size: (51.44, 151.74, 57.89)
Object: Building10a, Position: (-246.61, 35.73, 458.73), Size: (63.41, 57.71, 72.89)
Object: Building7a (1), Position: (-494.44, 111.35, -1198.83), Size: (67.24, 209.02, 93.42)
Object: Building5b__3_, Position: (739.63, 56.10, -314.56), Size: (47.08, 98.52, 47.10)
Object: Plane, Position: (0.00, 5.50, 0.00), Size: (2500.00, 0.00, 3500.00)
Object: Far_building1a, Position: (-499.24, 124.57, -801.13), Size: (64.78, 235.45, 64.78)
Object: Building6a__2_ (1), Position: (-2.69, 75.74, -1247.00), Size: (54.71, 137.79, 51.56)
Object: Far_building2a__3_ (2), Position: (-669.52, 82.75, 1335.90), Size: (51.44, 151.74, 57.89)
Object: Building5b__3_, Position: (-663.13, 56.10, 662.75), Size: (47.08, 98.52, 47.10)
Object: Building10b, Position: (-323.38, 68.20, -937.09), Size: (89.07, 122.68, 89.85)
Object: Building5b__5_, Position: (226.47, 56.10, -1417.91), Size: (47.10, 98.52, 47.08)
Object: Far_building2a__1_, Position: (-495.77, 82.75, 14.00), Size: (51.44, 151.74, 51.44)
Object: Building5b__2_, Position: (-244.99, 56.10, 1146.75), Size: (47.08, 98.52, 47.10)
Object: Building5b__4_, Position: (-243.57, 56.10, -318.95), Size: (47.10, 98.52, 47.08)
Object: Far_building2a__1_ (1), Position: (759.76, 82.75, -1070.85), Size: (51.44, 151.74, 51.44)
Object: Building6a__3_, Position: (743.29, 75.74, -267.27), Size: (54.71, 137.79, 51.56)
Object: Building7a, Position: (-96.64, 111.35, -573.94), Size: (67.24, 209.02, 93.42)
Object: Building8a, Position: (170.66, 76.41, -755.73), Size: (44.63, 139.13, 73.81)
Object: Building4a__3_, Position: (-676.60, 72.61, 715.92), Size: (69.23, 131.90, 67.36)
Object: Far_building1a__4_ (1), Position: (-679.02, 124.61, 189.91), Size: (64.78, 235.45, 74.48)
Object: Far_building1a__4_ (3), Position: (-532.87, 124.61, -1446.70), Size: (97.86, 235.45, 74.48)
Object: Building10a, Position: (-246.61, 35.73, -1014.78), Size: (63.41, 57.71, 72.89)
Object: Far_building1b__3_, Position: (-689.77, 144.05, 424.00), Size: (72.16, 274.32, 72.16)
Object: Far_building1a__4_ (3), Position: (-532.47, 124.61, 1408.36), Size: (97.86, 235.45, 74.48)
Object: Building12a (1), Position: (46.47, 165.49, -851.19), Size: (167.78, 317.24, 120.08)
Object: Building5b__2_, Position: (-237.97, 56.10, -1199.71), Size: (47.08, 98.52, 47.10)
Object: Building3a__2_, Position: (340.41, 57.43, -1410.76), Size: (55.75, 101.17, 55.84)
Object: Far_building1a__4_, Position: (-669.52, 124.61, -711.26), Size: (64.78, 235.45, 74.48)
Object: Building9b (1), Position: (-433.67, 105.43, -1443.72), Size: (101.59, 197.10, 80.17)
Object: Building7b__2_, Position: (468.87, 43.20, -345.18), Size: (73.91, 72.70, 40.72)
Object: Far_building2a__1_, Position: (571.77, 82.75, -25.00), Size: (51.44, 151.74, 51.44)
Object: Building5b__4_, Position: (-251.27, 56.10, 167.79), Size: (47.10, 98.52, 47.08)
Object: Building6a__5_, Position: (190.96, 75.74, -1414.37), Size: (51.56, 137.79, 54.71)
Object: Building10b__1_, Position: (396.50, 68.21, -350.45), Size: (67.13, 122.68, 59.75)
Object: Building10b, Position: (-323.38, 68.20, 536.42), Size: (89.07, 122.68, 89.85)
Object: Building7a__2_, Position: (-681.92, 111.35, 924.78), Size: (67.24, 209.02, 93.42)
Object: Building3b (1), Position: (-320.33, 96.41, 1215.03), Size: (108.41, 179.52, 69.38)
Object: Building7a, Position: (-96.64, 111.35, 899.57), Size: (67.24, 209.02, 93.42)
Object: Far_building2b__2_ (1), Position: (-739.67, 121.66, -888.65), Size: (50.75, 229.54, 73.11)
Object: Building5b__3_, Position: (-654.13, 56.10, -597.61), Size: (47.08, 98.52, 47.10)
Object: Building4a__2_ (1), Position: (-12.50, 72.61, -1146.54), Size: (69.23, 131.90, 67.36)
Object: Building3b (1), Position: (-327.86, 96.41, -1231.73), Size: (120.06, 179.52, 69.38)
Object: Far_building1a__6_, Position: (565.97, 124.61, -564.00), Size: (64.78, 235.45, 74.48)
Object: Far_building1b__3_, Position: (-680.77, 144.05, -836.36), Size: (72.16, 274.32, 72.16)
Object: Building7a__2_, Position: (757.92, 111.35, -935.78), Size: (67.24, 209.02, 93.42)
Object: Far_building2a__3_ (1), Position: (745.52, 82.75, -1282.80), Size: (51.44, 151.74, 55.29)
Object: Building5b__1_, Position: (161.67, 56.10, -1091.25), Size: (47.08, 98.52, 47.10)
Object: Building3a__2_, Position: (-262.43, 57.43, -1431.37), Size: (55.75, 101.17, 55.84)
Object: Building3a, Position: (-261.94, 57.43, 1022.61), Size: (55.84, 101.17, 55.75)
Object: Building4a, Position: (335.00, 72.61, -857.27), Size: (69.23, 131.90, 67.36)
Object: Building7a (1), Position: (-493.94, 111.35, 1046.37), Size: (67.24, 209.02, 93.42)
Object: Building4a__2_, Position: (334.71, 72.61, -1099.27), Size: (69.23, 131.90, 67.36)
Object: Building6a, Position: (318.34, 75.74, -754.57), Size: (54.71, 137.79, 51.56)
Object: Building2b, Position: (327.02, 36.42, -969.99), Size: (27.43, 59.15, 68.58)
Object: Far_building1a__4_, Position: (-678.52, 124.61, 549.10), Size: (64.78, 235.45, 74.48)
Object: Building10a__1_, Position: (-662.41, 35.73, -412.90), Size: (63.41, 57.71, 72.89)
Object: Far_building1a__4_ (2), Position: (704.37, 124.61, -1418.36), Size: (97.86, 235.45, 74.48)
Object: Far_building2c__4_ (1), Position: (819.77, 143.88, -301.17), Size: (42.86, 274.00, 85.72)
Object: Building6a__4_, Position: (-286.79, 75.74, 166.63), Size: (51.56, 137.79, 54.71)
Object: Far_building1a__6_, Position: (-489.97, 124.61, -920.51), Size: (64.78, 235.45, 74.48)
Object: Building5b, Position: (321.53, 56.10, -804.15), Size: (47.08, 98.52, 47.10)
Object: Building8b (1), Position: (-30.68, 68.06, -1430.69), Size: (117.31, 122.40, 81.44)
Object: Building9b, Position: (-76.60, 105.43, 470.01), Size: (80.17, 197.10, 101.59)
Object: Far_building1b__3_ (1), Position: (-680.77, 144.05, 1197.65), Size: (72.16, 274.32, 72.16)
Object: Far_building2a__5_, Position: (571.82, 82.75, -628.35), Size: (51.44, 151.74, 51.44)
Object: Building4a__1_, Position: (-80.75, 72.61, 1137.97), Size: (69.23, 131.90, 67.36)
Object: Building8a, Position: (-94.66, 76.41, 744.73), Size: (44.63, 139.13, 73.81)
Object: Building6a__2_, Position: (-241.63, 75.74, -1247.00), Size: (54.71, 137.79, 51.56)
Object: Building9b, Position: (-76.60, 105.43, -1003.50), Size: (80.17, 197.10, 101.59)
Object: Building5a__1_, Position: (-309.00, 37.34, -694.82), Size: (86.02, 60.96, 85.01)
Object: Far_building1b__3_, Position: (765.77, 144.05, -435.00), Size: (72.16, 274.32, 72.16)
Object: Building3b, Position: (-250.40, 96.43, -1085.23), Size: (69.04, 179.52, 69.38)
Object: Far_building2a__1_ (1), Position: (-683.76, 82.75, 1059.85), Size: (51.44, 151.74, 51.44)
Object: Building1b, Position: (-356.02, 37.54, 809.51), Size: (60.12, 61.76, 63.53)
Object: Far_building2a__1_, Position: (-495.28, 82.75, -219.96), Size: (51.44, 151.74, 51.44)
Object: Building2b, Position: (-251.02, 36.42, 958.99), Size: (27.43, 59.15, 68.58)
Object: Far_building2c__4_, Position: (819.27, 143.88, -660.36), Size: (42.86, 274.00, 85.72)
Object: Building3a (1), Position: (-261.94, 57.43, 897.81), Size: (55.84, 101.17, 55.75)
Object: Building5b__5_, Position: (-150.47, 56.10, 1406.91), Size: (47.10, 98.52, 47.08)
Object: Building5a__1_, Position: (385.00, 37.34, -789.69), Size: (86.02, 60.96, 85.01)
Object: Building10b (1), Position: (-417.27, 68.19, 1219.72), Size: (83.87, 122.68, 59.75)
Object: Building7b, Position: (-98.45, 43.19, 818.05), Size: (40.72, 72.70, 73.91)
Object: Building5b, Position: (-245.53, 56.10, -680.36), Size: (47.08, 98.52, 47.10)
Object: Building8a, Position: (-94.66, 76.41, -728.78), Size: (44.63, 139.13, 73.81)
Object: Far_building1b__3_ (2), Position: (575.08, 144.05, -1196.00), Size: (72.16, 274.32, 72.16)
Object: Building8a__1_, Position: (-671.83, 76.41, -180.29), Size: (44.63, 139.13, 73.81)
Object: Building4a__3_, Position: (752.60, 72.61, -726.92), Size: (69.23, 131.90, 67.36)
Object: Building7a, Position: (172.64, 111.35, -910.57), Size: (67.24, 209.02, 93.42)
Object: Building5b__2_ (1), Position: (-3.98, 56.10, 1146.75), Size: (47.08, 98.52, 47.10)
Object: Building6a__1_, Position: (167.80, 75.74, -429.72), Size: (54.71, 137.79, 51.56)
Object: Building6a__1_, Position: (-91.80, 75.74, 418.72), Size: (54.71, 137.79, 51.56)
Object: Building10b__1_, Position: (-320.50, 68.21, 339.45), Size: (67.13, 122.68, 59.75)
Object: Building6a__5_, Position: (-114.96, 75.74, 1403.37), Size: (51.56, 137.79, 54.71)
Object: Building7b__3_, Position: (-669.63, 43.19, -253.61), Size: (40.72, 72.70, 73.91)
Object: Building2a__1_, Position: (425.16, 35.30, -592.34), Size: (53.48, 56.92, 53.49)
Object: Building5a__1_, Position: (-309.00, 37.34, 778.69), Size: (86.02, 60.96, 85.01)
Object: Building3a, Position: (337.94, 57.43, -1033.61), Size: (55.84, 101.17, 55.75)
Object: Far_building1b__1_, Position: (-490.79, 144.05, -157.61), Size: (72.16, 274.32, 72.16)
Object: Far_building2b__2_ (1), Position: (-748.67, 121.66, 371.71), Size: (50.75, 229.54, 73.11)
Object: Building4a__2_ (1), Position: (-15.70, 72.61, 1088.27), Size: (69.23, 131.90, 67.36)
Object: Far_building2a__1_ (3), Position: (-502.07, 82.75, 1120.70), Size: (51.44, 151.74, 51.44)
Object: Building9b, Position: (152.60, 105.43, -481.01), Size: (80.17, 197.10, 101.59)
Object: Far_building2a__1_ (1), Position: (-684.26, 82.75, -1333.35), Size: (51.44, 151.74, 51.44)
Object: Building4a, Position: (-259.00, 72.61, -627.24), Size: (69.23, 131.90, 67.36)
Object: Building3b__2_, Position: (205.05, 96.01, 296.14), Size: (69.38, 179.52, 69.04)
Object: Far_building2a__1_ (1), Position: (760.26, 82.75, 1322.35), Size: (51.44, 151.74, 51.44)
Object: Building10b, Position: (399.38, 67.59, 926.09), Size: (89.07, 122.68, 89.85)
Object: Building6a__2_, Position: (331.98, 75.14, 1236.00), Size: (79.74, 137.79, 51.56)
Object: Far_building2c__4_ (1), Position: (810.77, 143.88, 959.19), Size: (42.86, 274.00, 85.72)
Object: Building7b__2_, Position: (459.32, 42.60, 442.98), Size: (73.91, 72.70, 40.72)
Object: Building10b__1_, Position: (390.29, 67.59, 449.90), Size: (67.13, 122.68, 59.75)
Object: Building3b, Position: (326.40, 96.01, 1074.23), Size: (69.04, 179.52, 69.38)
Object: Building4a__5_, Position: (287.29, 72.19, 1414.74), Size: (67.36, 131.90, 69.23)
Object: Building2a__1_, Position: (425.16, 34.71, 881.17), Size: (53.48, 56.92, 53.49)
Object: Building5b__4_, Position: (319.57, 55.50, 307.95), Size: (47.10, 98.52, 47.08)
Object: Far_building2a__3_, Position: (745.52, 82.75, 763.71), Size: (51.44, 151.74, 51.44)
Object: Building3b (1), Position: (417.51, 96.01, 1220.73), Size: (93.49, 179.52, 69.38)
Object: Building3b__1_, Position: (742.40, 96.01, 472.54), Size: (69.04, 179.52, 69.38)
Object: Far_building2a__1_ (2), Position: (760.27, 82.75, 1374.20), Size: (51.44, 151.74, 51.44)
Object: Building6b, Position: (174.95, 83.44, 490.18), Size: (52.32, 154.38, 52.32)
Object: Building5b, Position: (321.53, 55.50, 669.36), Size: (47.08, 98.52, 47.10)
Object: Building5b__1_, Position: (171.01, 55.50, 1117.62), Size: (47.08, 98.52, 47.10)
Object: Far_building2c__4_, Position: (810.27, 143.88, 600.00), Size: (42.86, 274.00, 85.72)
Object: Far_building1b__3_ (1), Position: (757.27, 144.05, 1184.55), Size: (72.16, 274.32, 72.16)
Object: Far_building1a__6_ (1), Position: (565.97, 124.61, 1102.75), Size: (64.78, 235.45, 74.48)
Object: Far_building2b__2_, Position: (815.17, 121.66, 518.46), Size: (50.75, 229.54, 73.11)
Object: Building4a, Position: (335.00, 72.19, 616.24), Size: (69.23, 131.90, 67.36)
Object: Building6a__4_, Position: (366.86, 75.14, 303.84), Size: (51.56, 137.79, 54.71)
Object: Building6a__3_, Position: (739.96, 75.74, 994.68), Size: (51.56, 137.79, 54.71)
Object: Building5a__1_, Position: (385.00, 36.73, 683.82), Size: (86.02, 60.96, 85.01)
Object: Far_building1b__1_, Position: (566.79, 144.05, 116.90), Size: (72.16, 274.32, 72.16)
Object: Far_building2c__1_, Position: (409.67, 143.88, 1420.10), Size: (85.73, 274.00, 42.86)
Object: Far_building1a__4_ (1), Position: (746.02, 124.61, 1059.45), Size: (64.78, 235.45, 74.48)
Object: Building1b, Position: (432.02, 37.13, 653.00), Size: (60.12, 61.76, 63.53)
Object: Far_building1b__2_, Position: (818.47, 144.05, 442.86), Size: (72.16, 274.32, 72.16)
Object: Building4a__3_, Position: (743.60, 72.19, 533.44), Size: (69.23, 131.90, 67.36)
Object: Far_building2a__1_, Position: (571.28, 82.75, 180.30), Size: (51.44, 151.74, 51.44)
Object: Far_building2b__2_ (1), Position: (815.67, 121.66, 877.65), Size: (50.75, 229.54, 73.11)
Object: Building8a__1_, Position: (747.83, 75.81, 169.29), Size: (44.63, 139.13, 73.81)
Object: Building5b__2_, Position: (313.97, 55.50, 1188.71), Size: (47.08, 98.52, 47.10)
Object: Building10b (1), Position: (497.57, 67.59, 1227.22), Size: (67.13, 122.68, 59.75)
Object: Building12a, Position: (499.55, 163.59, 519.44), Size: (131.95, 317.24, 133.70)
Object: Building5b__3_, Position: (730.63, 56.10, 945.80), Size: (47.08, 98.52, 47.10)
Object: Far_building2c__3_, Position: (807.97, 143.88, 249.81), Size: (42.86, 274.00, 85.72)
Object: Far_building2b__1_, Position: (459.32, 121.66, 285.98), Size: (128.72, 229.54, 50.75)
Object: Building10a, Position: (322.61, 35.10, 1003.78), Size: (63.41, 57.71, 72.89)
Object: Building6a, Position: (318.34, 75.14, 718.94), Size: (54.71, 137.79, 51.56)
Object: Far_building2a__5_ (1), Position: (571.82, 82.75, 1038.40), Size: (51.44, 151.74, 51.44)
Object: Building7a__2_, Position: (748.92, 110.76, 324.58), Size: (67.24, 209.02, 93.42)
Object: Building4a__3_, Position: (744.10, 72.61, 892.63), Size: (69.23, 131.90, 67.36)
Object: Far_building1a__6_, Position: (565.97, 124.61, 909.51), Size: (64.78, 235.45, 74.48)
Object: Far_building1b__3_, Position: (756.77, 144.05, 825.36), Size: (72.16, 274.32, 72.16)
Object: Building3a__1_, Position: (153.39, 56.83, 1221.74), Size: (55.84, 101.17, 55.75)
Object: Building10a__1_, Position: (738.41, 35.10, 401.90), Size: (63.41, 57.71, 72.89)
Object: Building3a__2_, Position: (338.43, 56.83, 1420.37), Size: (55.75, 101.17, 55.84)
Object: Building1a, Position: (331.42, 72.00, 445.65), Size: (49.72, 131.51, 49.04)
Object: Building9b (1), Position: (509.67, 104.80, 1432.72), Size: (101.59, 197.10, 80.17)
Object: Building3a, Position: (337.94, 56.83, 564.70), Size: (55.84, 101.17, 55.75)
Object: Building5b__5_, Position: (234.57, 55.50, 1398.57), Size: (47.10, 98.52, 47.08)
Object: Building9b, Position: (152.60, 104.80, 992.50), Size: (80.17, 197.10, 101.59)
Object: Far_building1a (1), Position: (569.37, 124.57, 983.37), Size: (64.78, 235.45, 64.78)
Object: Building8b, Position: (156.20, 67.45, 812.84), Size: (81.44, 122.40, 117.31)
Object: Far_building1a__4_ (2), Position: (704.77, 124.61, 1436.70), Size: (97.86, 235.45, 74.48)
Object: Building7b, Position: (174.45, 42.60, 644.46), Size: (40.72, 72.70, 73.91)
Object: Far_building1a__4_, Position: (745.52, 124.61, 700.26), Size: (64.78, 235.45, 74.48)
Object: Building2b, Position: (327.02, 35.82, 503.52), Size: (27.43, 59.15, 68.58)
Object: Building6a__3_, Position: (733.79, 75.14, 633.90), Size: (54.71, 137.79, 51.56)
Object: Far_building1a__2_, Position: (563.87, 124.61, 251.90), Size: (64.78, 235.45, 91.20)
Object: Building12b, Position: (445.55, 117.69, 584.48), Size: (100.44, 222.88, 99.75)
Object: Building6a__1_, Position: (167.80, 75.14, 1070.28), Size: (54.71, 137.79, 51.56)
Object: Building7b__3_, Position: (745.63, 42.60, 242.61), Size: (40.72, 72.70, 73.91)
Object: Building7a, Position: (172.64, 110.76, 562.94), Size: (67.24, 209.02, 93.42)
Object: Far_building2a__5_, Position: (571.82, 82.75, 845.16), Size: (51.44, 151.74, 51.44)
Object: Far_building1b__1_ (1), Position: (755.77, 144.05, 1260.00), Size: (72.16, 274.32, 72.16)
Object: Building7a__1_, Position: (467.22, 110.76, 840.03), Size: (112.49, 209.02, 114.42)
Object: Far_building1a, Position: (575.24, 124.57, 790.13), Size: (64.78, 235.45, 64.78)
Object: Building8a, Position: (170.66, 75.81, 717.78), Size: (44.63, 139.13, 73.81)
Object: Building4a__1_, Position: (156.96, 72.19, 1170.70), Size: (69.23, 131.90, 67.36)
Object: Far_building2a__3_ (1), Position: (746.02, 82.75, 1122.90), Size: (51.44, 151.74, 51.44)
Object: Building8b (1), Position: (106.68, 67.45, 1419.69), Size: (117.31, 122.40, 81.44)
Object: Building7a (1), Position: (570.44, 110.76, 1187.83), Size: (67.24, 209.02, 93.42)
Object: Building4a__2_, Position: (327.44, 72.19, 1135.54), Size: (69.23, 131.90, 67.36)
Object: Building5b__3_, Position: (730.13, 55.50, 586.61), Size: (47.08, 98.52, 47.10)
Object: Building6a__5_, Position: (187.29, 75.14, 1400.43), Size: (51.56, 137.79, 54.71)
Object: Far_building1a__4_ (3), Position: (608.87, 124.61, 1435.70), Size: (97.86, 235.45, 74.48)
Object: Building4a__4_, Position: (266.40, 72.19, 294.48), Size: (67.36, 131.90, 69.23)
Object: Far_building1a__3_, Position: (819.17, 124.61, 170.16), Size: (64.78, 235.45, 74.48)
Object: Building2b__1_, Position: (141.87, 35.82, 1264.60), Size: (68.58, 59.15, 27.43)
